"","word","freq","logfreq","mlu","wordcount","args"
"2833","dentini",1.70039108995069e-05,-10.982067187454,11.2,7,"Italian"
"2834","dentista",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"2835","dento",3.40078217990138e-06,-12.5915050998881,3,5,"Italian"
"2836","dentoni",3.40078217990138e-06,-12.5915050998881,8,7,"Italian"
"2837","dentro",0.00264240775378337,-5.93606474952045,8.1003861003861,6,"Italian"
"2838","der",1.36031287196055e-05,-11.2052107387682,7.25,3,"Italian"
"2839","deraglia",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"2840","desideri",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"2841","desiderio",3.40078217990138e-06,-12.5915050998881,11,9,"Italian"
"2842","destra",3.40078217990138e-06,-12.5915050998881,32,6,"Italian"
"2843","destro",1.02023465397041e-05,-11.49289281122,9,6,"Italian"
"2844","detersivo",6.80156435980275e-06,-11.8983579193282,11.5,9,"Italian"
"2845","detta",6.80156435980275e-06,-11.8983579193282,6.5,5,"Italian"
"2846","dettavi",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"2847","detti",6.80156435980275e-06,-11.8983579193282,7.5,5,"Italian"
"2848","detto",0.00144193164427818,-6.54177164465614,8.42452830188679,5,"Italian"
"2849","dev'",6.80156435980275e-06,-11.8983579193282,5,4,"Italian"
"2850","deva",3.40078217990138e-06,-12.5915050998881,14,4,"Italian"
"2851","deve",0.000608740010202347,-7.40411929404735,8.93296089385475,4,"Italian"
"2852","devi",0.000843393980615542,-7.07807635372312,8.64112903225806,4,"Italian"
"2853","devo",0.00069035878251998,-7.27829912084631,5.60591133004926,4,"Italian"
"2854","devono",6.46148614181262e-05,-9.64706612072166,10.5789473684211,6,"Italian"
"2855","di",0.0086481890834892,-4.75040533446598,9.04561541486433,2,"Italian"
"2856","Di",3.40078217990138e-06,-12.5915050998881,10,2,"Italian"
"2857","dí",1.02023465397041e-05,-11.49289281122,11,2,"Italian"
"2858","dì",6.12140792382248e-05,-9.70113334199194,3.72222222222222,2,"Italian"
"2859","di'",0.00012242815847645,-9.00798616143199,6.83333333333333,3,"Italian"
"2860","dia",1.70039108995069e-05,-10.982067187454,10.6,3,"Italian"
"2861","dialoghi",3.40078217990138e-06,-12.5915050998881,15,8,"Italian"
"2862","diamine",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"2863","diamo",0.000146233633735759,-8.83030498419454,6.81395348837209,5,"Italian"
"2864","diamogli",1.02023465397041e-05,-11.49289281122,5,8,"Italian"
"2865","Diana",0.000231253188233294,-8.371997394712,5.55882352941176,5,"Italian"
"2866","dianzi",2.38054752593096e-05,-10.6455949508328,10.8571428571429,6,"Italian"
"2867","diarrea",6.80156435980275e-06,-11.8983579193282,4.5,7,"Italian"
"2868","diavoletto",1.36031287196055e-05,-11.2052107387682,6,10,"Italian"
"2869","dica",6.80156435980275e-06,-11.8983579193282,6.5,4,"Italian"
"2870","dice",0.00139772147593947,-6.57291188539187,7.90267639902676,4,"Italian"
"2871","dicembre",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"2872","dicendo",4.42101683387179e-05,-10.0265557424266,6.76923076923077,7,"Italian"
"2873","diceva",7.14164257779289e-05,-9.54698266216468,8.57142857142857,6,"Italian"
"2874","dicevano",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"2875","dicevi",0.000125828940656351,-8.98058718724388,8.24324324324324,6,"Italian"
"2876","dicevo",2.7206257439211e-05,-10.5120635582083,6.75,6,"Italian"
"2877","dici",0.000860397891515048,-7.05811561116058,6.0197628458498,4,"Italian"
"2878","diciamo",7.14164257779289e-05,-9.54698266216468,12.6190476190476,7,"Italian"
"2879","diciamolo",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"2880","diciannove",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"2881","dico",0.000153035198095562,-8.78484261011778,8.84444444444444,4,"Italian"
"2882","dicono",7.48172079578303e-05,-9.50046264652979,8.45454545454546,6,"Italian"
"2883","didì",3.40078217990138e-06,-12.5915050998881,5,4,"Italian"
"2884","dido",3.40078217990138e-06,-12.5915050998881,5,4,"Italian"
"2885","didò",1.02023465397041e-05,-11.49289281122,6,4,"Italian"
"2886","die",6.80156435980275e-06,-11.8983579193282,6,3,"Italian"
"2887","dieci",0.000102023465397041,-9.19030771822595,6.66666666666667,5,"Italian"
"2888","dietro",0.000282264920931814,-8.1726644920915,8.13253012048193,6,"Italian"
"2889","difatti",6.80156435980275e-06,-11.8983579193282,9.5,7,"Italian"
"2890","difende",3.40078217990138e-06,-12.5915050998881,16,7,"Italian"
"2891","difendere",3.40078217990138e-06,-12.5915050998881,10,9,"Italian"
"2892","difendersi",3.40078217990138e-06,-12.5915050998881,9,10,"Italian"
"2893","difettoso",3.40078217990138e-06,-12.5915050998881,16,9,"Italian"
"2894","differenza",6.80156435980275e-06,-11.8983579193282,14,10,"Italian"
"2895","difficile",0.000159836762455365,-8.74135749817804,7.53191489361702,9,"Italian"
"2896","difficili",6.80156435980275e-06,-11.8983579193282,8,9,"Italian"
"2897","difficilissimo",6.80156435980275e-06,-11.8983579193282,7,14,"Italian"
"2898","difficoltà",1.02023465397041e-05,-11.49289281122,7,10,"Italian"
"2899","dificili",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"2900","digli",0.000401292297228363,-7.82082047542244,7.30508474576271,5,"Italian"
"2901","digliela",6.80156435980275e-06,-11.8983579193282,7,8,"Italian"
"2902","diglielo",0.000598537663662642,-7.42102110484995,8.51704545454546,8,"Italian"
"2903","diligenza",1.36031287196055e-05,-11.2052107387682,11.25,9,"Italian"
"2904","dille",1.70039108995069e-05,-10.982067187454,10.2,5,"Italian"
"2905","dillelo",3.40078217990138e-06,-12.5915050998881,2,7,"Italian"
"2906","dillo",0.000132630505016154,-8.92794345375846,5.84615384615385,5,"Italian"
"2907","dimentica",1.02023465397041e-05,-11.49289281122,11.6666666666667,9,"Italian"
"2908","dimenticata",3.06070396191124e-05,-10.3942805225519,8.44444444444444,11,"Italian"
"2909","dimenticate",1.70039108995069e-05,-10.982067187454,8,11,"Italian"
"2910","dimenticati",3.40078217990138e-06,-12.5915050998881,3,11,"Italian"
"2911","dimenticato",4.42101683387179e-05,-10.0265557424266,8.30769230769231,11,"Italian"
"2912","dimenticava",3.40078217990138e-06,-12.5915050998881,7,11,"Italian"
"2913","dimentichi",3.40078217990138e-06,-12.5915050998881,5,10,"Italian"
"2914","dimmeli",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"2915","dimmelo",0.00012242815847645,-9.00798616143199,6.44444444444444,7,"Italian"
"2916","dimmi",0.000340078217990138,-7.98633491390001,6.32,5,"Italian"
"2917","dimostrarti",3.40078217990138e-06,-12.5915050998881,19,11,"Italian"
"2918","dimostrazione",3.40078217990138e-06,-12.5915050998881,4,13,"Italian"
"2919","din",6.80156435980275e-06,-11.8983579193282,4,3,"Italian"
"2920","dinde",1.36031287196055e-05,-11.2052107387682,2,5,"Italian"
"2921","dindi",2.7206257439211e-05,-10.5120635582083,6.75,5,"Italian"
"2922","dindin",3.40078217990138e-06,-12.5915050998881,1,6,"Italian"
"2923","dindolò",2.04046930794083e-05,-10.79974563066,10.3333333333333,7,"Italian"
"2924","dindolon",2.7206257439211e-05,-10.5120635582083,5.375,8,"Italian"
"2925","dindolondo",1.02023465397041e-05,-11.49289281122,7.33333333333333,10,"Italian"
"2926","dindon",2.7206257439211e-05,-10.5120635582083,5.25,6,"Italian"
"2927","dindondan",1.36031287196055e-05,-11.2052107387682,1.75,9,"Italian"
"2928","dino",3.40078217990138e-06,-12.5915050998881,4,4,"Italian"
"2929","dinosauri",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"2930","dinosauro",1.36031287196055e-05,-11.2052107387682,15,9,"Italian"
"2931","dio",2.7206257439211e-05,-10.5120635582083,5,3,"Italian"
"2932","Dio",3.74086039789152e-05,-10.1936098270897,6.54545454545455,3,"Italian"
"2933","dipendente",3.40078217990138e-06,-12.5915050998881,10,10,"Italian"
"2934","dipilato",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"2935","dipinge",1.02023465397041e-05,-11.49289281122,9,7,"Italian"
"2936","dipingere",1.36031287196055e-05,-11.2052107387682,10.5,9,"Italian"
"2937","dipingi",6.80156435980275e-06,-11.8983579193282,11.5,7,"Italian"
"2938","dipingiamo",3.40078217990138e-06,-12.5915050998881,8,10,"Italian"
"2939","dipinti",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"2940","dipinto",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"2941","dirá",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"2942","dirà",6.80156435980275e-06,-11.8983579193282,11,4,"Italian"
"2943","dire",0.00066655330726067,-7.31339044065759,7.94897959183673,4,"Italian"
"2944","direbbe",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"2945","direi",7.48172079578303e-05,-9.50046264652979,7.86363636363636,5,"Italian"
"2946","diremo",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"2947","direttamente",1.36031287196055e-05,-11.2052107387682,10.5,12,"Italian"
"2948","dirgli",3.40078217990138e-06,-12.5915050998881,6,6,"Italian"
"2949","dirgliele",3.40078217990138e-06,-12.5915050998881,21,9,"Italian"
"2950","dirglielo",1.02023465397041e-05,-11.49289281122,10,9,"Italian"
"2951","diritti",6.80156435980275e-06,-11.8983579193282,7.5,7,"Italian"
"2952","diritto",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"2953","dirla",3.40078217990138e-06,-12.5915050998881,4,5,"Italian"
"2954","dirlo",2.04046930794083e-05,-10.79974563066,5.66666666666667,5,"Italian"
"2955","dirmi",6.80156435980275e-06,-11.8983579193282,11.5,5,"Italian"
"2956","dirti",1.36031287196055e-05,-11.2052107387682,12,5,"Italian"
"2957","disastri",3.40078217990138e-06,-12.5915050998881,11,8,"Italian"
"2958","disastro",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"2959","discesa",3.40078217990138e-06,-12.5915050998881,43,7,"Italian"
"2960","dischetti",3.06070396191124e-05,-10.3942805225519,9.55555555555556,9,"Italian"
"2961","dischetto",6.80156435980275e-06,-11.8983579193282,11,9,"Italian"
"2962","dischi",6.80156435980275e-06,-11.8983579193282,6,6,"Italian"
"2963","disco",2.7206257439211e-05,-10.5120635582083,7.125,5,"Italian"
"2964","discorso",1.02023465397041e-05,-11.49289281122,6.66666666666667,8,"Italian"
"2965","discorsone",6.80156435980275e-06,-11.8983579193282,3,10,"Italian"
"2966","discussione",3.40078217990138e-06,-12.5915050998881,13,11,"Italian"
"2967","discutere",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"2968","disegna",5.10117326985207e-05,-9.88345489878589,6.2,7,"Italian"
"2969","disegna'",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"2970","disegnamo",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"2971","disegnando",1.02023465397041e-05,-11.49289281122,2.66666666666667,10,"Italian"
"2972","disegnano",6.80156435980275e-06,-11.8983579193282,8,9,"Italian"
"2973","disegnare",0.000102023465397041,-9.19030771822595,6.16666666666667,9,"Italian"
"2974","disegnarla",3.40078217990138e-06,-12.5915050998881,2,10,"Italian"
"2975","disegnarti",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"2976","disegnata",1.70039108995069e-05,-10.982067187454,5.6,9,"Italian"
"2977","disegnate",1.36031287196055e-05,-11.2052107387682,6.75,9,"Italian"
"2978","disegnati",3.40078217990138e-06,-12.5915050998881,13,9,"Italian"
"2979","disegnato",0.000108825029756844,-9.12576919708838,7.03125,9,"Italian"
"2980","disegni",0.000142832851555858,-8.85383548160473,7.71428571428571,7,"Italian"
"2981","disegniamo",3.40078217990138e-05,-10.2889200068941,5.2,10,"Italian"
"2982","disegnini",6.80156435980275e-06,-11.8983579193282,6,9,"Italian"
"2983","disegnino",2.38054752593096e-05,-10.6455949508328,8.42857142857143,9,"Italian"
"2984","disegno",0.000207447712973984,-8.48063123571479,9.11475409836066,7,"Italian"
"2985","disfa",6.80156435980275e-06,-11.8983579193282,8.5,5,"Italian"
"2986","disfare",1.02023465397041e-05,-11.49289281122,12.3333333333333,7,"Italian"
"2987","disfatta",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"2988","disfatto",1.36031287196055e-05,-11.2052107387682,5.75,8,"Italian"
"2989","disferemo",3.40078217990138e-06,-12.5915050998881,11,9,"Italian"
"2990","disfi",6.80156435980275e-06,-11.8983579193282,5,5,"Italian"
"2991","disfo",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"2992","disk-jockey",3.40078217990138e-06,-12.5915050998881,4,11,"Italian"
"2993","Disney",3.40078217990138e-06,-12.5915050998881,12,6,"Italian"
"2994","disordine",6.80156435980275e-06,-11.8983579193282,5,9,"Italian"
"2995","disperatamente",3.40078217990138e-06,-12.5915050998881,6,14,"Italian"
"2996","disperato",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"2997","dispetti",6.80156435980275e-06,-11.8983579193282,4,8,"Italian"
"2998","dispetto",3.40078217990138e-06,-12.5915050998881,5,8,"Italian"
"2999","dispettoso",1.02023465397041e-05,-11.49289281122,7.33333333333333,10,"Italian"
"3000","dispiace",1.70039108995069e-05,-10.982067187454,9,8,"Italian"
"3001","disse",2.04046930794083e-05,-10.79974563066,13.5,5,"Italian"
"3002","dist",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"3003","distante",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"3004","distanza",3.40078217990138e-06,-12.5915050998881,11,8,"Italian"
"3005","distenda",3.40078217990138e-06,-12.5915050998881,16,8,"Italian"
"3006","distendo",6.80156435980275e-06,-11.8983579193282,3,8,"Italian"
"3007","distesa",6.80156435980275e-06,-11.8983579193282,3.5,7,"Italian"
"3008","distesi",6.80156435980275e-06,-11.8983579193282,7,7,"Italian"
"3009","disteso",6.80156435980275e-06,-11.8983579193282,8,7,"Italian"
"3010","distingue",3.40078217990138e-06,-12.5915050998881,8,9,"Italian"
"3011","distinguere",3.40078217990138e-06,-12.5915050998881,8,11,"Italian"
"3012","distrarre",6.80156435980275e-06,-11.8983579193282,14.5,9,"Italian"
"3013","distrarsi",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"3014","distratta",3.40078217990138e-06,-12.5915050998881,17,9,"Italian"
"3015","distratto",6.80156435980275e-06,-11.8983579193282,5,9,"Italian"
"3016","distrugge",3.40078217990138e-06,-12.5915050998881,7,9,"Italian"
"3017","distruggere",1.02023465397041e-05,-11.49289281122,8.66666666666667,11,"Italian"
"3018","distruggi",6.80156435980275e-06,-11.8983579193282,7.5,9,"Italian"
"3019","distrutta",1.02023465397041e-05,-11.49289281122,6,9,"Italian"
"3020","distrutti",3.40078217990138e-06,-12.5915050998881,15,9,"Italian"
"3021","distrutto",1.02023465397041e-05,-11.49289281122,10,9,"Italian"
"3022","disturbata",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"3023","disubbidiente",3.40078217990138e-06,-12.5915050998881,5,13,"Italian"
"3024","dita",5.78132970583234e-05,-9.75829175583189,6.05882352941176,4,"Italian"
"3025","diti",3.40078217990138e-06,-12.5915050998881,22,4,"Italian"
"3026","ditina",1.02023465397041e-05,-11.49289281122,11,6,"Italian"
"3027","ditini",1.36031287196055e-05,-11.2052107387682,11.75,6,"Italian"
"3028","ditino",9.18211188573372e-05,-9.29566823388377,8.77777777777778,6,"Italian"
"3029","dito",0.000190443802074477,-8.56615340915295,8.05357142857143,4,"Italian"
"3030","divagazione",3.40078217990138e-06,-12.5915050998881,8,11,"Italian"
"3031","divani",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"3032","divano",0.000248257099132801,-8.30104565873971,7.67123287671233,6,"Italian"
"3033","dive",3.40078217990138e-06,-12.5915050998881,5,4,"Italian"
"3034","diventa",6.12140792382248e-05,-9.70113334199194,6.61111111111111,7,"Italian"
"3035","diventano",1.02023465397041e-05,-11.49289281122,13,9,"Italian"
"3036","diventare",4.76109505186193e-05,-9.95244777027284,8.5,9,"Italian"
"3037","diventata",1.70039108995069e-05,-10.982067187454,11.2,9,"Italian"
"3038","diventate",3.40078217990138e-06,-12.5915050998881,5,9,"Italian"
"3039","diventati",1.02023465397041e-05,-11.49289281122,13.3333333333333,9,"Italian"
"3040","diventato",3.74086039789152e-05,-10.1936098270897,10.1818181818182,9,"Italian"
"3041","diventava",6.80156435980275e-06,-11.8983579193282,9.5,9,"Italian"
"3042","diventerà",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"3043","diventi",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"3044","diver",3.40078217990138e-06,-12.5915050998881,6,5,"Italian"
"3045","diversa",2.04046930794083e-05,-10.79974563066,8.16666666666667,7,"Italian"
"3046","diverse",1.02023465397041e-05,-11.49289281122,7,7,"Italian"
"3047","diversi",2.04046930794083e-05,-10.79974563066,7.5,7,"Italian"
"3048","diverso",3.06070396191124e-05,-10.3942805225519,7.11111111111111,7,"Italian"
"3049","diverte",2.04046930794083e-05,-10.79974563066,14.3333333333333,7,"Italian"
"3050","divertendo",3.40078217990138e-06,-12.5915050998881,10,10,"Italian"
"3051","divertente",2.04046930794083e-05,-10.79974563066,10.6666666666667,10,"Italian"
"3052","diverti",1.02023465397041e-05,-11.49289281122,7.33333333333333,7,"Italian"
"3053","divertiamo",6.80156435980275e-06,-11.8983579193282,4,10,"Italian"
"3054","divertiti",3.40078217990138e-06,-12.5915050998881,17,9,"Italian"
"3055","divertito",1.02023465397041e-05,-11.49289281122,8.66666666666667,9,"Italian"
"3056","divertono",3.40078217990138e-06,-12.5915050998881,15,9,"Italian"
"3057","divora",3.40078217990138e-06,-12.5915050998881,26,6,"Italian"
"3058","divorato",3.40078217990138e-06,-12.5915050998881,12,8,"Italian"
"3059","do",0.000282264920931814,-8.1726644920915,8.31325301204819,2,"Italian"
"3060","Do",3.40078217990138e-06,-12.5915050998881,4,2,"Italian"
"3061","dò",4.42101683387179e-05,-10.0265557424266,10.0769230769231,2,"Italian"
"3062","do'",3.40078217990138e-06,-12.5915050998881,19,3,"Italian"
"3063","dobbiamo",0.000244856316952899,-8.31483898087205,6.625,8,"Italian"
"3064","doccia",7.14164257779289e-05,-9.54698266216468,8.52380952380952,6,"Italian"
"3065","documento",6.80156435980275e-06,-11.8983579193282,9,9,"Italian"
"3066","dodi",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"3067","dodici",1.70039108995069e-05,-10.982067187454,7,6,"Italian"
"3068","dodo",3.40078217990138e-06,-12.5915050998881,2,4,"Italian"
"3069","dola",3.40078217990138e-06,-12.5915050998881,3,4,"Italian"
"3070","dolce",6.46148614181262e-05,-9.64706612072166,6.94736842105263,5,"Italian"
"3071","dolcetti",3.40078217990138e-06,-12.5915050998881,9,8,"Italian"
"3072","dolcetto",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"3073","dolci",2.04046930794083e-05,-10.79974563066,7.83333333333333,5,"Italian"
"3074","dolcini",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"3075","dolcino",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"3076","dolore",1.02023465397041e-05,-11.49289281122,8.66666666666667,6,"Italian"
"3077","dolori",3.40078217990138e-06,-12.5915050998881,16,6,"Italian"
"3078","doman",3.40078217990138e-06,-12.5915050998881,7,5,"Italian"
"3079","domanda",1.70039108995069e-05,-10.982067187454,10.2,7,"Italian"
"3080","domandaglielo",2.38054752593096e-05,-10.6455949508328,8,13,"Italian"
"3081","domandare",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"3082","domandarti",3.40078217990138e-06,-12.5915050998881,10,10,"Italian"
"3083","domandato",6.80156435980275e-06,-11.8983579193282,9,9,"Italian"
"3084","domande",1.36031287196055e-05,-11.2052107387682,6,7,"Italian"
"3085","domandi",1.02023465397041e-05,-11.49289281122,8,7,"Italian"
"3086","domando",1.36031287196055e-05,-11.2052107387682,9,7,"Italian"
"3087","domani",0.000268661792212209,-8.22205724742108,7.93670886075949,6,"Italian"
"3088","domattina",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"3089","dombi",3.40078217990138e-06,-12.5915050998881,1,5,"Italian"
